-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.4393       -12.5575      -29.9910      58.1117       0.0228        -0.1161       
     600.0000      20.7055       -7.6817       -49.0824      69.0011       4.8986        -19.2075      
     800.0000      24.6210       -3.1141       -63.5495      75.5442       9.4662        -33.6746      
     1000.0000     27.5390       2.0934        -79.2491      81.3425       14.6737       -49.3742      
     1200.0000     29.4608       7.7996        -96.0472      86.5390       20.3799       -66.1723      
     1400.0000     31.0366       13.8547       -113.8293     91.2029       26.4350       -83.9544      
     1600.0000     32.3123       20.1942       -132.4996     95.4336       32.7745       -102.6247     
     1800.0000     33.3308       26.7624       -151.9786     99.3006       39.3428       -122.1037     
     2000.0000     34.1316       33.5120       -172.1990     102.8555      46.0923       -142.3241     
     2200.0000     34.7511       40.4030       -193.1027     106.1389      52.9833       -163.2278     
     2400.0000     35.2225       47.4026       -214.6387     109.1839      59.9829       -184.7638     
     2600.0000     35.5758       54.4842       -236.7622     112.0178      67.0645       -206.8873     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H3O1-2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          39.3041 kcal/mol
   Formation Free Gibbs Energy at 298K = 21.3217 kcal/mol
   Molecular Weight =                    43.0450 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.9804       39.3260       21.2010       60.4168       0.0219        -0.1208       
     600.0000      18.5572       43.8122       1.5276        70.4745       4.5081        -19.7942      
     800.0000      21.5914       47.8565       -13.1602      76.2709       8.5524        -34.4819      
     1000.0000     23.8317       52.3903       -28.9300      81.3202       13.0862       -50.2517      
     1200.0000     25.3067       57.3088       -45.6511      85.7999       18.0047       -66.9728      
     1400.0000     26.5190       62.4954       -63.2178      89.7951       23.1913       -84.5395      
     1600.0000     27.5030       67.9012       -81.5434      93.4029       28.5971       -102.8651     
     1800.0000     28.2913       73.4836       -100.5575     96.6895       34.1795       -121.8793     
     2000.0000     28.9135       79.2066       -120.2011     99.7038       39.9025       -141.5228     
     2200.0000     29.3974       85.0398       -140.4234     102.4833      45.7357       -161.7452     
     2400.0000     29.7678       90.9580       -161.1807     105.0578      51.6539       -182.5025     
     2600.0000     30.0476       96.9409       -182.4346     107.4521      57.6368       -203.7563     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3CHO
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -39.7180 kcal/mol
   Formation Free Gibbs Energy at 298K = -58.5137 kcal/mol
   Molecular Weight =                    44.0530 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      13.2650       -39.6916      -58.6399      63.1611       0.0265        -0.1262       
     600.0000      20.5799       -34.5898      -79.3818      74.6534       5.1282        -20.8682      
     800.0000      24.1646       -30.0932      -94.9705      81.0967       9.6249        -36.4568      
     1000.0000     26.9111       -24.9836      -111.7699     86.7863       14.7345       -53.2562      
     1200.0000     28.7765       -19.4088      -129.6446     91.8631       20.3092       -71.1309      
     1400.0000     30.3048       -13.4955      -148.4804     96.4178       26.2226       -89.9668      
     1600.0000     31.5408       -7.3064       -168.1835     100.5482      32.4117       -109.6698     
     1800.0000     32.5264       -0.8958       -188.6760     104.3223      38.8222       -130.1623     
